time_stamp,power,npower,speed,npreds_12hr,npreds_24hr,npreds_168hr,preds_12hr,preds_24hr,preds_168hr
2018-07-09 05:00:00,0,0.0,4.2648067366804225,-0.08400903,-0.09331509,-0.024591297,-8.770543,-9.742095,-2.5673316
2018-07-09 06:00:00,0,0.0,4.130034804872619,0.1535191,0.14970274,0.08510304,16.027393,15.628966,8.884758
2018-07-09 07:00:00,0,0.0,4.49469934736635,-0.1334436,-0.13723017,-0.058975592,-13.931512,-14.32683,-6.157052
2018-07-09 08:00:00,0,0.0,3.336540464129764,0.17751384,0.17391947,0.06866167,18.532444,18.157192,7.168278
2018-07-09 09:00:00,0,0.0,3.295347342581525,-0.014635511,-0.023277104,-0.02939798,-1.5279473,-2.4301298,-3.069149
2018-07-09 10:00:00,0,0.0,1.8834367031985872,-0.18904154,-0.2086753,-0.12629221,-19.735937,-21.785702,-13.184907
2018-07-09 11:00:00,0,0.0,2.2912411928579477,0.19660413,0.18738261,0.06795451,20.525473,19.562744,7.094451
2018-07-09 12:00:00,0,0.0,2.053575380196672,0.09801017,0.087598175,0.025591567,10.232262,9.145249,2.6717596
2018-07-09 13:00:00,0,0.0,2.8228486424354067,-0.07558168,-0.08205452,-0.04772,-7.890727,-8.566492,-4.981968
2018-07-09 14:00:00,0,0.0,1.929867566767938,-0.17594028,-0.1917773,-0.10205363,-18.368164,-20.021551,-10.654399
2018-07-09 15:00:00,0,0.0,5.397041475016693,0.14264089,0.15294378,0.09746293,14.891709,15.96733,10.17513
2018-07-09 16:00:00,0,0.0,1.3127182445852883,0.13593501,0.13051039,0.049454585,14.191615,13.625285,5.1630588
2018-07-09 17:00:00,0,0.0,1.5622684906057578,0.24965712,0.24889347,0.1100452,26.064203,25.984478,11.488719
2018-07-09 18:00:00,0,0.0,1.8049944855961113,-0.058433026,-0.064479984,-0.0397404,-6.100408,-6.7317104,-4.1488976
2018-07-09 19:00:00,0,0.0,1.7391362048090635,0.06832372,0.06561452,0.02305755,7.132996,6.8501563,2.4072082
